doc_id,chunk_id,question,answer,sources,retrieved_documents,relevance,relevance_explanation,response_time,model,total_tokens,cost
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0049,What is the trade‑off of using RISC‑V ML accelerators regarding software ecosystem maturity?,"The trade-off of using RISC-V ML accelerators regarding software ecosystem maturity is that it requires a substantial investment of engineering effort, often spanning months, to move between levels of maturity. However, this investment can be justified by the reduction in incident frequency and debugging time, particularly for production-critical systems.

As mentioned in the textbook, ""The investment required to move between levels is substantial and often spans months of engineering effort, but the reduction in incident frequency and debugging time can justify the cost for production-critical systems."" (vol1/ml_ops/ml_ops.qmd)

This trade-off is related to the system design implications of maturity levels, which describe the architectural consequences of each level. At each level, the system architecture evolves in response to new expectations around modularity, automation, monitoring, and fault tolerance. (vol1/hw_acceleration/hw_acceleration.qmd)

In the context of RISC-V ML accelerators, the investment required to move between levels of maturity is likely related to the tight hardware-software coupling required for AI accelerators to work seamlessly with frameworks like TensorFlow, PyTorch, and JAX. This requires deep compiler support for graph-level transformations, kernel fusion, and memory scheduling, as well as deployment across environments with distinct performance and efficiency requirements. (vol1/hw_acceleration/hw_acceleration.qmd)

Therefore, the trade-off of using RISC-V ML accelerators regarding software ecosystem maturity is a substantial investment of engineering effort, but one that can be justified by the reduction in incident frequency and debugging time, particularly for production-critical systems.","['vol1/hw_acceleration/hw_acceleration.qmd', 'vol1/introduction/introduction.qmd', 'vol1/ml_ops/ml_ops.qmd', 'vol2/data_storage/data_storage.qmd', 'vol2/frontmatter/acknowledgements.qmd']",5,RELEVANT,"The answer accurately describes the trade-off of using RISC-V ML accelerators regarding software ecosystem maturity, citing relevant textbook sections (vol1/ml_ops/ml_ops.qmd and vol1/hw_acceleration/hw_acceleration.qmd) to support its claims.",22.16117000579834,llama-3.1-8b-instant,1292,0.0001035
vol2_compute_infrastructure_compute_infrastructure,vol2_compute_infrastructure_compute_infrastructure_0110,"What intermediate operations are eliminated by fusing matrix multiplies with activation functions, dropout, and layer normalization in a single CUDA kernel launch?","Intermediate operations eliminated by fusing matrix multiplies with activation functions, dropout, and layer normalization in a single CUDA kernel launch include:

* Intermediate memory reads and writes that would otherwise stall the Tensor Cores between operations (vol2/compute_infrastructure/compute_infrastructure.qmd)
* Kernel launch overhead (15–60 μs saved per fusion) (vol1/model_serving/model_serving.qmd)
* Memory traffic by 2--3$\times$ (vol1/model_serving/model_serving.qmd)

These operations are eliminated by combining multiple operations into a single GPU kernel, as described in the concept of kernel fusion (vol1/frameworks/frameworks.qmd).","['vol1/frameworks/frameworks.qmd', 'vol1/model_serving/model_serving.qmd', 'vol1/nn_computation/nn_computation.qmd', 'vol2/compute_infrastructure/compute_infrastructure.qmd']",4,RELEVANT,"Intermediate operations eliminated by fusing matrix multiplies with activation functions, dropout, and layer normalization in a single CUDA kernel launch include intermediate memory reads and writes, kernel launch overhead, and memory traffic.",11.103042840957642,llama-3.1-8b-instant,862,6.675e-05
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0071,Why is possessing a valid checkpoint alone insufficient for recovery when the number of workers changes?,"When the number of workers changes, possessing a valid checkpoint alone is insufficient for recovery because the state of the model may not be consistent across all workers.

According to the textbook, ""workloads lose different kinds of state when they fail"" (vol2/fault_tolerance/fault_tolerance.qmd). This implies that when a worker fails, the state of the model may not be fully synchronized across all workers. Therefore, even if a valid checkpoint is available, it may not accurately reflect the current state of the model, especially if the number of workers has changed.

In other words, the checkpoint may not capture the distributed state of the model, which can lead to inconsistencies and errors during recovery. This is why additional strategies, such as incremental checkpointing, tiered checkpointing, and embedding versioning, are necessary to protect freshness and ensure accurate recovery (vol2/fault_tolerance/fault_tolerance.qmd).",['vol2/fault_tolerance/fault_tolerance.qmd'],1,RELEVANT,"The checkpoint may not capture the distributed state of the model, which can lead to inconsistencies and errors during recovery.",8.217025518417358,llama-3.1-8b-instant,473,4.895999999999999e-05
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0167,What deployment strategy is recommended for LLMs in the passage?,"Based on the provided textbook excerpts, the recommended deployment strategy for Large Language Models (LLMs) is a ""shadow deployment"" strategy, as mentioned in the excerpt from ""vol2/ops_scale/ops_scale.qmd"":

""...shadow deployments for LLMs.""

This suggests that LLMs should be deployed in a staged rollout manner, with a multi-day rollback window, to ensure safety and prevent potential safety violations across millions of queries.","['vol1/data_engineering/data_engineering.qmd', 'vol1/introduction/introduction.qmd', 'vol1/model_serving/model_serving.qmd', 'vol2/inference/inference.qmd', 'vol2/ops_scale/ops_scale.qmd']",5,PARTLY_RELEVANT,"The answer mentions 'shadow deployments for LLMs' but does not accurately describe the deployment strategy. The textbook excerpt does not provide detailed information about the strategy, but it implies that shadow deployment is recommended.",12.804893970489502,llama-3.1-8b-instant,950,6.685e-05
vol1_backmatter_appendix_machine,vol1_backmatter_appendix_machine_0034,"Which formula does the bandwidth-latency example aim to illustrate, as stated in the comment block?","The bandwidth-latency example aims to illustrate the formula:

$$T(n) = \alpha + \frac{n}{\beta}$$

where $T(n)$ is the communication time, $\alpha$ is the network latency, $n$ is the message size, and $\beta$ is the link bandwidth.

This formula is derived from the LogGP extension, which models the time required for a Ring AllReduce operation. The formula is:

$$time = calc\_ring\_allreduce\_time(gradient\_size, n\_gpus, network\_bw, 0 \* second)$$

However, the bandwidth-latency example specifically aims to illustrate the formula:

$$T(n) = \alpha + \frac{n}{\beta}$$

This is evident from the `BandwidthLatencySetup` class, which defines the constants for the bandwidth-latency lead-in. The crossover point is calculated as:

$$n^* = \alpha \cdot \beta$$

Below $n^*$, the communication is latency-bound, and above $n^*$, it is bandwidth-bound.

Source:
vol1/backmatter/appendix_machine.qmd
vol2/frontmatter/_notation_distributed.qmd","['vol1/backmatter/appendix_machine.qmd', 'vol1/model_serving/model_serving.qmd', 'vol1/training/training.qmd', 'vol2/collective_communication/collective_communication.qmd', 'vol2/frontmatter/_notation_distributed.qmd']",5,UNKNOWN,Parsing failed,17.183765411376953,llama-3.1-8b-instant,1255,9.653e-05
vol1_backmatter_glossary_glossary,vol1_backmatter_glossary_glossary_0112,What does thermal throttling do in mobile and embedded devices?,"Thermal throttling in mobile and embedded devices reduces processor clock speed and performance to prevent overheating. This occurs when the device exceeds its thermal design power (TDP), causing it to limit its sustained performance of on-device ML inference. (Source: vol1/backmatter/glossary/glossary.qmd)

In practice, this means that a mobile model may start at a certain frame rate (FPS) but throttle to a lower FPS as the device heats up. (Source: vol1/ml_systems/ml_systems.qmd)

Thermal throttling is a physical limit that gives rise to mobile ML, as battery-powered devices cannot simply run cloud-scale models locally. (Source: vol1/ml_systems/ml_systems.qmd)

This is why edge evaluation must account for sustained power draw under thermal steady state, not burst-mode peaks, and must measure end-to-end latency including data transfer overhead. (Source: vol1/benchmarking/benchmarking.qmd)","['vol1/backmatter/glossary/glossary.qmd', 'vol1/benchmarking/benchmarking.qmd', 'vol1/ml_systems/ml_systems.qmd', 'vol1/model_serving/model_serving.qmd', 'vol2/edge_intelligence/edge_intelligence.qmd']",5,RELEVANT,"The answer accurately describes thermal throttling in mobile and embedded devices, its effects on processor clock speed and performance, and its implications for mobile ML inference.",15.987799406051636,llama-3.1-8b-instant,1063,8.005e-05
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0039,What unit is specified when formatting the power of the TPUv4_4096 pod?,"The unit specified when formatting the power of the TPUv4_4096 pod is megawatts (MW). 

According to the provided textbook excerpt from vol1/ml_systems/ml_systems.qmd:

```markdown
cloud_pwr_mw_str = fmt_power(Systems.Pods.TPUv4_4096.power, unit=MW, precision=0, commas=False)
```

This line of code formats the power of the TPUv4_4096 pod in megawatts (MW).","['vol1/backmatter/glossary/glossary.qmd', 'vol1/ml_ops/ml_ops.qmd', 'vol1/ml_systems/ml_systems.qmd', 'vol2/compute_infrastructure/compute_infrastructure.qmd', 'vol2/frontmatter/about.qmd']",5,RELEVANT,"The unit specified when formatting the power of the TPUv4_4096 pod is indeed megawatts (MW), as shown in the provided code snippet from the textbook.",12.09754753112793,llama-3.1-8b-instant,1053,7.31e-05
vol2_sustainable_ai_sustainable_ai,vol2_sustainable_ai_sustainable_ai_0011,What range does grid carbon intensity span across the world's grids according to the passage?,"According to the passage, grid carbon intensity spans across the world's grids in a range of 8 to 40 times, as established in @sec-sustainable-ai-scale-environmental-impact-ac9a.

This range is also mentioned in the context of the US-average grid and Quebec's hydroelectric grid, where the difference in emissions is roughly `{python} TrainingEmissions.emissions_ratio_mult_str` times, which sits inside the 8 to 40 times geographic range.

Additionally, the passage mentions that coal-powered grids emit 800–1000 g CO~2~/kWh, while well-managed hydroelectric sources emit 10–50 g CO~2~/kWh, which suggests that grid carbon intensity can vary significantly across different regions.

Source: vol2/sustainable_ai/sustainable_ai.qmd, vol2/backmatter/appendix_assumptions.qmd","['vol2/backmatter/appendix_assumptions.qmd', 'vol2/sustainable_ai/sustainable_ai.qmd']",2,PARTLY_RELEVANT,"The answer correctly states that grid carbon intensity spans across the world's grids in a range of 8 to 40 times, but it does not directly answer the question. The additional information about the US-average grid and Quebec's hydroelectric grid, as well as the emissions from coal-powered and hydroelectric sources, is not necessary to answer the question.",12.042899370193481,llama-3.1-8b-instant,816,7e-05
vol2_backmatter_appendix_fleet,vol2_backmatter_appendix_fleet_0045,How many GPUs are used in Scenario 2 for the 350M model?,I could not find this in the CS249R textbook.,"['vol1/model_serving/model_serving.qmd', 'vol1/training/training.qmd', 'vol2/backmatter/appendix_fleet.qmd', 'vol2/fault_tolerance/fault_tolerance.qmd', 'vol2/sustainable_ai/sustainable_ai.qmd']",5,NON_RELEVANT,The question about the number of GPUs used in Scenario 2 for the 350M model could not be found in the provided textbook context.,12.916143894195557,llama-3.1-8b-instant,1018,6.319999999999999e-05
vol2_fleet_orchestration_fleet_orchestration,vol2_fleet_orchestration_fleet_orchestration_0042,What label is assigned to the x-axis in the plot?,I could not find this in the CS249R textbook.,"['vol1/data_selection/data_selection.qmd', 'vol1/hw_acceleration/hw_acceleration.qmd', 'vol2/compute_infrastructure/compute_infrastructure.qmd', 'vol2/edge_intelligence/edge_intelligence.qmd', 'vol2/network_fabrics/network_fabrics.qmd']",5,NON_RELEVANT,"The question is about a plot, but the textbook does not provide information about the labels assigned to the axes in a plot.",16.830673933029175,llama-3.1-8b-instant,1504,8.706e-05
vol2_robust_ai_robust_ai,vol2_robust_ai_robust_ai_0055,What two types of costs does the passage associate with defending against adversarial vulnerabilities?,"The passage associates two types of costs with defending against adversarial vulnerabilities:

1. **Cost of adversarial attacks**: These are the costs associated with the potential damage caused by adversarial attacks, such as incorrect predictions, model extraction, and prompt injection. (Source: vol2/security_privacy/security_privacy.qmd)

2. **Cost of defense mechanisms**: These are the costs associated with implementing defense mechanisms, such as adversarial training, to improve the robustness of machine learning models. (Source: vol2/robust_ai/robust_ai.qmd)

The passage does not explicitly mention the costs associated with these defense mechanisms, but it implies that they are necessary to prevent the costs associated with adversarial attacks.","['vol1/introduction/introduction.qmd', 'vol1/ml_workflow/ml_workflow.qmd', 'vol2/backmatter/glossary/glossary.qmd', 'vol2/robust_ai/robust_ai.qmd', 'vol2/security_privacy/security_privacy.qmd']",5,PARTLY_RELEVANT,"The answer partially addresses the question, correctly identifying the two types of costs associated with defending against adversarial vulnerabilities. However, it does not explicitly mention the passage, and the sources provided are not actual textbook sections.",13.25854229927063,llama-3.1-8b-instant,1012,7.473999999999999e-05
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0099,How does memory usage differ between traditional models and LLMs according to the passage?,"According to the provided textbook excerpts, memory usage differs between traditional models and LLMs in the following ways:

1. **Activation memory**: Traditional models have activations (stored for backprop) that dominate memory usage, often exceeding parameter size by 10$\times$ (vol1/training/training.qmd). This is not explicitly mentioned for LLMs, but it can be inferred that LLMs also have activations that contribute to memory usage.

2. **Memory usage in LLM serving**: LLM serving introduces constraints absent from traditional model serving, including energy efficiency dependencies on batching, memory, and prefix-cache mechanisms (vol1/model_serving/model_serving.qmd). This suggests that LLMs have unique memory usage characteristics that are not present in traditional models.

3. **Memory-computation trade-offs**: Traditional models have memory-computation trade-offs, such as gradient checkpointing, which trades compute for memory capacity (vol1/training/training.qmd). It is not explicitly mentioned whether LLMs have similar trade-offs, but it can be inferred that they may have different trade-offs due to their unique characteristics.

In summary, while traditional models have activation memory and memory-computation trade-offs, LLMs have unique memory usage characteristics, including energy efficiency dependencies on batching, memory, and prefix-cache mechanisms, which are absent in traditional model serving.","['frontmatter/about/about.qmd', 'vol1/data_engineering/data_engineering.qmd', 'vol1/model_serving/model_serving.qmd', 'vol1/training/training.qmd', 'vol2/inference/inference.qmd']",5,PARTLY_RELEVANT,"The answer partially addresses the question by highlighting differences in memory usage between traditional models and LLMs, but some points are inferred rather than explicitly stated from the textbook.",16.67047357559204,llama-3.1-8b-instant,1055,8.662000000000001e-05
vol2_backmatter_appendix_fleet,vol2_backmatter_appendix_fleet_0015,"In which category is the metric ""Goodput"" listed, and what is its described use?","The metric ""Goodput"" is listed in the category of **Advanced fleet metrics: ML productivity goodput (MPG)**.

According to the textbook, Goodput is described as a comprehensive metric for fleet efficiency that extends the fleet law into the **Iron Law of Machine Learning Fleet Efficiency**. It decomposes ML fleet efficiency into three orthogonal components, providing a more accurate measure of productivity and efficiency.

Source: vol2/ops_scale/ops_scale.qmd, section ""Advanced fleet metrics: ML productivity goodput (MPG)""","['vol1/benchmarking/benchmarking.qmd', 'vol1/ml_systems/ml_systems.qmd', 'vol2/backmatter/appendix_c3.qmd', 'vol2/frontmatter/acknowledgements.qmd', 'vol2/ops_scale/ops_scale.qmd']",5,RELEVANT,"Goodput is listed in the category of Advanced fleet metrics: ML productivity goodput (MPG), and it is described as a comprehensive metric for fleet efficiency that extends the fleet law into the Iron Law of Machine Learning Fleet Efficiency.",12.982654809951782,llama-3.1-8b-instant,1162,7.951e-05
vol1_frameworks_frameworks,vol1_frameworks_frameworks_0140,"According to the passage, what appears only as a preview of the same abstraction boundary?",I could not find this in the CS249R textbook.,"['vol1/data_engineering/data_engineering.qmd', 'vol1/frameworks/frameworks.qmd', 'vol1/ml_ops/ml_ops.qmd', 'vol2/fault_tolerance/fault_tolerance.qmd', 'vol2/ops_scale/ops_scale.qmd']",5,NON_RELEVANT,The question does not match any content in the CS249R textbook.,12.31528115272522,llama-3.1-8b-instant,887,5.557999999999999e-05
vol2_collective_communication_collective_communication,vol2_collective_communication_collective_communication_0069,"What symptom may appear when GPU ranks are assigned without considering physical topology, according to the passage?","According to the passage, when GPU ranks are assigned without considering physical topology, the symptom that may appear is that each NIC does not carry its intended share of traffic. This is because the logical communication pattern does not match the physical topology, which can prevent the cluster from approaching its theoretical peak bisection bandwidth.

Source:
vol2/collective_communication/collective_communication.qmd

Content:
... When the logical communication pattern matches the physical topology, each NIC carries its intended share of traffic and the cluster can approach its theoretical peak bisection bandwidth.","['vol2/collective_communication/collective_communication.qmd', 'vol2/fleet_orchestration/fleet_orchestration.qmd', 'vol2/ops_scale/ops_scale.qmd']",3,RELEVANT,"The passage states that when GPU ranks are assigned without considering physical topology, each NIC does not carry its intended share of traffic, preventing the cluster from approaching its theoretical peak bisection bandwidth.",9.78044319152832,llama-3.1-8b-instant,675,5.4999999999999995e-05
vol2_compute_infrastructure_compute_infrastructure,vol2_compute_infrastructure_compute_infrastructure_0083,What is the amount of weight data that must be loaded from HBM for each token?,"According to the provided textbook excerpts, the amount of weight data that must be loaded from HBM for each token is not explicitly stated. However, we can infer that it is a significant portion of the total weight data, as the processor spends most of its time waiting for data from memory, and even a hypothetical processor with infinite compute throughput would generate tokens only negligibly faster.

From the excerpt in `vol2/compute_infrastructure/compute_infrastructure.qmd`, we know that the processor spends `{python} TokenLatencyScenario.dominance_str` of its time waiting for data from memory, implying that the memory transfer time dominates the computation time.

In `vol2/data_storage/data_storage.qmd`, it is mentioned that for a 175B parameter model, FP16 weights occupy 350 GB, requiring at least five 80 GB H100 accelerators just for weight storage. This suggests that the weight data is a significant portion of the total data that needs to be loaded from HBM.

However, the exact amount of weight data that must be loaded from HBM for each token is not provided in the given excerpts.

Therefore, I could not find this in the CS249R textbook.","['vol1/backmatter/glossary/glossary.qmd', 'vol2/backmatter/appendix_fleet.qmd', 'vol2/compute_infrastructure/compute_infrastructure.qmd', 'vol2/data_storage/data_storage.qmd', 'vol2/performance_engineering/performance_engineering.qmd']",5,PARTLY_RELEVANT,"The answer infers that the weight data is a significant portion of the total data, but does not provide the exact amount of weight data that must be loaded from HBM for each token.",17.700562238693237,llama-3.1-8b-instant,1336,9.839999999999999e-05
vol1_data_engineering_data_engineering,vol1_data_engineering_data_engineering_0122,"According to the passage, when do data lakes earn their place?",I could not find this in the CS249R textbook.,"['frontmatter/socratiq/socratiq.qmd', 'vol1/data_engineering/data_engineering.qmd', 'vol2/edge_intelligence/edge_intelligence.qmd']",3,NON_RELEVANT,The question about data lakes earning their place was not found in the provided textbook context.,7.632161617279053,llama-3.1-8b-instant,544,3.8469999999999996e-05
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0010,What type of failure can cause incorrect gradients that propagate through subsequent training steps without triggering explicit errors?,"Based on the provided textbook excerpts, the type of failure that can cause incorrect gradients that propagate through subsequent training steps without triggering explicit errors is a **Single-Device Corruption (SDC)**.

According to the excerpt from vol2/fault_tolerance/fault_tolerance.qmd, SDC can occur when a single buggy chip causes incorrect computations, which can then propagate and infect an entire training run. This can manifest as sudden, inexplicable spikes in gradient norm, which can corrupt the training trajectory if not detected.

In particular, the excerpt mentions that a single bit flip in an exponent can turn a small gradient into a numerically enormous value, corrupting the training trajectory. This is an example of how SDC can cause incorrect gradients that propagate through subsequent training steps without triggering explicit errors.

Source:
vol2/fault_tolerance/fault_tolerance.qmd

""Google reported that SDC in TPU pods can manifest as sudden, inexplicable spikes in gradient norm (@fig-sdc-training-fault) [@dean2024mlsys]. A single bit flip in an exponent can turn a small gradient into a numerically enormous value, corrupting the training trajectory if the anomaly is not detected.""","['vol1/data_engineering/data_engineering.qmd', 'vol1/ml_ops/ml_ops.qmd', 'vol2/backmatter/glossary/glossary.qmd', 'vol2/fault_tolerance/fault_tolerance.qmd']",4,RELEVANT,"The provided answer accurately describes Single-Device Corruption (SDC) as a type of failure that can cause incorrect gradients, leading to sudden spikes in gradient norm and corrupting the training trajectory.",14.263921976089478,llama-3.1-8b-instant,1053,8.382e-05
